,Surface Latitude,Surface Longitude,API,Lat Len - Horz Disp,Lat Len - Gross Perf,Year,Depth Total Maximum,Perforation Upper,Perforation Lower,FName_BRISCOE RANCH,FName_BRISCOE RANCH D1,FName_CAGE RANCH,FName_CHITTIM,FName_CYPRESS LANDING,FName_DE WITT,FName_DILWORTH,FName_DOERING RANCH,FName_EAGLEVILLE,FName_GIDDINGS,FName_HAWKVILLE,FName_HAWKVILLE D1,FName_PEARSALL,FName_PILGRIM,FName_PLEASANTON,FName_RED HAWK DIST 1,FName_SACATOSA,FName_SMILEY,FName_SOUTHERN BAY,FName_SUGARKANE,FName_UNNAMED,FName_WILDCAT,PrType_BUXT,PrType_CER,PrType_RCSD,PrType_SAND,PrType_SANDCER,PrType_SANDCERRCCR,PrType_SANDCRRCSD,PrType_SANDRCCR,PrType_SANDRCSD,PrType_SDRCSDCERRCR,FlType_A,FlType_F,FlType_FLUD,FlType_FRAC,FlType_GAFR,FlType_GEL,FlType_KCL,FlType_SLKW,FlType_U,FlType_W,FlType_X-LINKGEL,Proppant Amount,Fluid Amount,Proppant div Fluid,y_true,y_pred,dm,Trt Proppant Type,Trt Fluid Type,Trt N Frac Stages,Date Completion,Liquid,Operator
42013343140100,28.726847221999996,-98.62958055600001,42013343140100,5599.0,5157.0,2010.0,13913.0,8690.0,13847.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3638400.0,6307280.0,0.5768572189596783,0.11417872448938933,0.08979721367359161,0.2135381256432191,SAND,FLUD,16.0,2010-11-18,56677.0,COMSTOCK OIL&GAS LP
42013343330000,28.846461111,-98.21195,42013343330000,6745.0,6302.0,2011.0,17414.0,11579.0,16477.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4334000.0,5462226.0,0.7934494105516688,0.09249741460636544,0.11472080647945405,0.2402596004187044,SAND,FLUD,1.0,2011-04-15,56109.0,EOG RESOURCES INC
42013343380000,28.803863889000002,-98.121575,42013343380000,4576.0,4536.0,2011.0,15502.0,10870.0,15406.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2280686.0,2540412.0,0.8977622527369576,0.15483015148220627,0.14473584294319153,0.06519601280745906,SAND,FLUD,17.0,2011-05-14,67601.0,MARATHON OIL EF LLC
42013343390000,28.803941666999997,-98.12148333299999,42013343390000,4749.0,4281.0,2011.0,15239.0,10860.0,15141.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2102720.0,2492448.0,0.8436364570093338,0.16857377965076653,0.12119229137897493,0.28107270519740146,SAND,FLUD,16.0,2011-05-13,69464.0,MARATHON OIL EF LLC
42013343410000,28.798651944,-98.12851833299999,42013343410000,4557.0,4219.0,2011.0,15015.0,10710.0,14929.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3584000.0,6688500.0,0.5358451072736787,0.17145734592693848,0.12373557686805725,0.2783302680960457,SAND,W,1.0,2011-05-25,69629.0,MARATHON OIL EF LLC
42013343440000,28.730583333000002,-98.19822222200001,42013343440000,4839.0,3824.0,2011.0,15634.0,11600.0,15424.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3788668.0,3889158.0,0.9741615023097544,0.2760485584914312,0.18348059058189392,0.33533219088485355,SAND,FLUD,13.0,2011-05-12,101608.0,MARATHON OIL EF LLC
42013343490000,28.840016666999997,-98.200708333,42013343490000,4975.0,4420.0,2011.0,14750.0,10244.0,14664.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4444000.0,3023160.0,1.46998504875693,0.13062456331742392,0.12095604836940765,0.07401758675756345,SAND,FLUD,1.0,2011-07-25,55574.0,EOG RESOURCES INC
42013343510000,28.78055,-98.17969444399999,42013343510000,6466.0,5750.0,2012.0,16827.0,11000.0,16750.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5800000.0,3747003.0,1.5479037513447411,0.1493167189994044,0.1363656222820282,0.08673574402226095,SAND,X-LINKGEL,29.0,2012-08-01,82642.0,XTO ENERGY INC
42013343520000,28.840061111,-98.200647222,42013343520000,4613.0,4100.0,2011.0,14362.0,10169.0,14269.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4130000.0,2671914.0,1.5457084322324746,0.07806984296692282,0.10138621926307677,0.29866047387891903,SAND,FLUD,1.0,2011-09-07,30810.0,EOG RESOURCES INC
42013343530000,28.727989444000002,-98.178929167,42013343530000,5930.0,5582.0,2011.0,17055.0,11369.0,16951.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4589440.0,3147648.0,1.45805375950551,0.16543179986551684,0.11433936655521393,0.3088428787683933,SAND,FLUD,16.0,2011-06-25,88886.0,MARATHON OIL EF LLC
42013343600000,28.789869722,-98.115698333,42013343600000,5217.0,4838.0,2011.0,15960.0,11004.0,15842.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4022580.0,7938000.0,0.5067498110355253,0.1186901776461461,0.14373575150966644,0.21101639883115952,SAND,FLUD,15.0,2011-08-21,55272.0,MARATHON OIL EF LLC
42013343710000,28.649458333000002,-98.32175833299999,42013343710000,6088.0,5552.0,0.0,16802.0,11103.0,16655.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3032920.0,3692304.0,0.8214166547499878,0.15040906399273618,0.1356200873851776,0.0983250358387496,SAND,FLUD,22.0,,80380.0,MARATHON OIL EF LLC
42013343720000,28.780675,-98.129913889,42013343720000,5053.0,4399.0,0.0,15760.0,11213.0,15612.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2432910.0,6804000.0,0.3575705467372134,0.09501993167812113,0.1309061199426651,0.3776701122676873,SAND,FLUD,15.0,,40234.0,MARATHON OIL EF LLC
42013343730000,28.780731666999998,-98.1298525,42013343730000,5721.0,5000.0,2011.0,16321.0,11172.0,16172.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2801158.0,5167218.0,0.5421017653987117,0.07949486465753425,0.11277690529823305,0.4186690647764305,SAND,FLUD,17.0,2011-08-20,38259.0,MARATHON OIL EF LLC
42013343770000,28.772038889,-98.747402778,42013343770000,5790.0,4120.0,2011.0,13039.0,8353.0,12473.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3527775.0,2228265.0,1.5831936506654285,0.0221372310147626,0.13856950402259827,5.259568052128597,SAND,FLUD,15.0,2011-08-29,8779.0,CABOT OIL & GAS CORP
42013343920000,28.78486133900001,-98.173400769,42013343920000,6853.0,6050.0,2012.0,17120.0,10975.0,17025.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5018400.0,2944860.0,1.704121757910393,0.10670489663760896,0.11630437523126602,0.08996286858567311,SAND,X-LINKGEL,20.0,2012-08-31,62139.0,XTO ENERGY INC
42013344010000,28.775238322,-98.16023536600001,42013344010000,4652.0,4176.0,2011.0,15400.0,11086.0,15262.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2389520.0,4721640.0,0.5060783964893554,0.07723863958431743,0.12816861271858215,0.6593846474816158,SAND,FLUD,14.0,2011-09-08,31047.0,MARATHON OIL EF LLC
42013344120000,28.751530556,-98.170452778,42013344120000,4906.0,4352.0,0.0,15599.0,11105.0,15457.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3104530.0,5453994.0,0.5692213816150146,0.12935692989524578,0.10601641237735747,0.18043499901234225,SAND,FLUD,13.0,,54188.0,MARATHON OIL EF LLC
42013344160000,28.747516667,-98.17727222200001,42013344160000,5188.0,4641.0,2011.0,15823.0,11081.0,15722.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3064360.0,5108376.0,0.5998697041877888,0.11180139377141796,0.11498872935771942,0.02850890743650378,SAND,FLUD,13.0,2011-10-11,49944.0,MARATHON OIL EF LLC
42013344170000,28.730025,-98.796702778,42013344170000,5109.0,4282.0,2013.0,12503.0,8080.0,12362.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,6290000.0,5439924.0,1.156266153718324,0.09626967810458564,0.13476517796516418,0.3998714924418647,SANDRCSD,X-LINKGEL,1.0,2013-07-06,39679.0,CABOT OIL & GAS CORP
42013344180000,28.781275,-98.13064722200001,42013344180000,4313.0,3560.0,2011.0,15000.0,11297.0,14857.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2709300.0,4830210.0,0.5609072897451663,0.1373279482838233,0.10175701975822447,0.25902177211649885,SAND,FLUD,11.0,2011-10-30,47058.0,MARATHON OIL EF LLC
42013344200000,28.751461110999998,-98.17038333299999,42013344200000,4492.0,3557.0,0.0,15058.0,11200.0,14757.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2894748.0,4897872.0,0.5910215701839493,0.1319644798410235,0.1364334225654602,0.03386473943458426,SAND,FLUD,12.0,,45182.0,MARATHON OIL EF LLC
42013344230000,28.6956277,-98.2835806,42013344230000,5946.0,5382.0,2011.0,16692.0,11170.0,16552.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4324000.0,3405444.0,1.2697316414540951,0.1496585574441441,0.13922123610973358,0.06974089228613584,SAND,X-LINKGEL,1.0,2011-12-02,77530.0,PIONEER NAT RES USA
42013344260000,28.6835,-98.78385279999999,42013344260000,7498.0,6350.0,2011.0,15437.0,8698.0,15048.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,9076000.0,8312262.0,1.0918808863339486,0.17201143522813075,0.12354644387960435,0.28175447338282805,SANDRCSD,X-LINKGEL,1.0,2011-12-22,105137.0,CABOT OIL & GAS CORP
42013344270000,28.679833333,-98.78378055600001,42013344270000,7873.0,6843.0,2012.0,15800.0,8526.0,15369.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,10006000.0,8652378.0,1.1564450836521474,0.12433297099926133,0.1619316041469574,0.30240275644920817,SANDRCSD,X-LINKGEL,1.0,2012-02-02,81895.0,CABOT OIL & GAS CORP
42013344350000,28.850955555,-98.18605277700001,42013344350000,5831.0,5136.0,2012.0,15393.0,10134.0,15270.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4984000.0,3387636.0,1.47123244646119,0.11442104724107027,0.09901024401187897,0.13468503916698785,SAND,X-LINKGEL,1.0,2012-01-20,56566.0,EOG RESOURCES INC
42013344470000,28.655832221999997,-98.69759111100001,42013344470000,6837.0,6426.0,2012.0,15644.0,9110.0,15536.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9230000.0,4776408.0,1.9324144838548127,0.08156027780975403,0.09072934091091156,0.11242069482089204,SAND,X-LINKGEL,1.0,2012-04-05,50448.0,EOG RESOURCES INC
42013344480000,28.650675,-98.68219444399999,42013344480000,6238.0,5723.0,2012.0,15109.0,9285.0,15008.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8372000.0,4344312.0,1.9271175735076118,0.08091761433676657,0.10714208334684372,0.3240885093440221,SAND,X-LINKGEL,1.0,2012-04-11,44575.0,EOG RESOURCES INC
42013344520000,28.856738899999996,-98.1716723,42013344520000,5479.0,4780.0,2012.0,15070.0,10223.0,15003.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6152000.0,3325350.0,1.8500308238230565,0.1225798177337078,0.12789949774742124,0.04339768252282715,SAND,X-LINKGEL,1.0,2012-02-07,56399.0,EOG RESOURCES INC
42013344560000,28.779125,-98.585963889,42013344560000,8529.0,7925.0,2012.0,16425.0,8410.0,16335.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8312000.0,10678332.0,0.7783987236957982,0.12561366647940886,0.11274921149015428,0.1024128611942347,SAND,X-LINKGEL,1.0,2012-04-22,95821.0,ATLAS EAGLE FORD OP
42013344570000,28.779121248000003,-98.58602541799999,42013344570000,7927.0,6420.0,2012.0,16335.0,8753.0,15173.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6772000.0,8298486.0,0.8160524702939789,0.1210242376136218,0.10913070291280746,0.09827398986627188,SAND,X-LINKGEL,1.0,2012-04-22,74788.0,ATLAS EAGLE FORD OP
42013344640000,28.846530555999998,-98.188330556,42013344640000,6799.0,6413.0,2012.0,16743.0,10322.0,16735.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6606000.0,6243678.0,1.0580302187268469,0.1702292902473358,0.13657017052173615,0.19772813290059785,SAND,X-LINKGEL,1.0,2012-03-23,105080.0,EOG RESOURCES INC
42013344670000,28.8312777,-98.3004889,42013344670000,7186.0,6842.0,2013.0,16248.0,9347.0,16189.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9030000.0,4833024.0,1.8683954393770856,0.08618257739265536,0.09890228509902954,0.14759024493340547,SAND,X-LINKGEL,1.0,2013-04-23,56758.0,COMSTOCK OIL&GAS LP
42013344690000,28.847885223000002,-98.31233372,42013344690000,6990.0,6564.0,2012.0,15778.0,9165.0,15729.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4375200.0,2722170.0,1.6072471594353035,0.07010386917432572,0.06352217495441438,0.09388489248068176,SAND,GEL,10.0,2012-10-26,44293.0,COMSTOCK OIL&GAS LP
42013344710000,28.8327472,-98.2983,42013344710000,7632.0,6673.0,2012.0,16801.0,9310.0,15983.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6401920.0,3348112.0,1.9120985200017204,0.07308604004278127,0.06400513648986816,0.12424949480909835,SAND,GEL,16.0,2012-12-21,46944.0,COMSTOCK OIL&GAS LP
42013344730000,28.801955556,-98.268719444,42013344730000,6864.0,6052.0,2012.0,16060.0,9920.0,15972.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6918720.0,5003808.0,1.3826909425781324,0.09540682849097774,0.12034168839454652,0.2613529901156578,SAND,X-LINKGEL,16.0,2012-04-16,55578.0,COMSTOCK OIL&GAS LP
42013344790000,28.8477,-98.183505556,42013344790000,6747.0,6356.0,2012.0,16780.0,10327.0,16683.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8064000.0,4509540.0,1.7882089969265158,0.15173295861099856,0.12424097955226898,0.18118660118670346,SAND,X-LINKGEL,1.0,2012-03-20,92830.0,EOG RESOURCES INC
42013344890000,28.933183889000002,-98.425193333,42013344890000,5568.0,3503.0,2012.0,13153.0,9547.0,13050.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3684000.0,2637852.0,1.396590862565451,0.07233773947184212,0.11059098690748216,0.5288145263445826,SAND,X-LINKGEL,1.0,2012-04-27,24391.0,EOG RESOURCES INC
42013344900000,28.851175,-98.171427778,42013344900000,6455.0,5856.0,2012.0,16480.0,10524.0,16380.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7336000.0,4664604.0,1.5726951312480115,0.2305600718616663,0.15137092769145966,0.34346425871049924,SAND,X-LINKGEL,1.0,2012-04-20,129960.0,EOG RESOURCES INC
42013345040000,28.780486111,-98.17963611100001,42013345040000,6977.0,6150.0,2012.0,17234.0,10950.0,17100.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5944400.0,3463960.0,1.716070624372106,0.10032435148680252,0.13568797707557678,0.3524929397966381,SAND,X-LINKGEL,20.0,2012-06-03,59389.0,XTO ENERGY INC
42013345080000,28.792111111,-98.279008333,42013345080000,5600.0,4830.0,2012.0,14807.0,9343.0,9977.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6208000.0,9292290.0,0.6680807422067112,0.08023221985875947,0.14431653916835785,0.7987354634137283,SAND,X-LINKGEL,1.0,2012-08-31,37301.0,MURPHY EX&PR CO-USA
42013345110000,28.807030555999997,-98.553275,42013345110000,7390.0,6231.0,2013.0,15155.0,8493.0,14724.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7436520.0,8640765.0,0.8606321315300208,0.10870895192618438,0.098420612514019,0.09464114251741992,SAND,X-LINKGEL,21.0,2013-06-06,65200.0,ATLAS EAGLE FORD OP
42013345160000,28.807138889,-98.553269444,42013345160000,7400.0,6905.0,2013.0,15208.0,8250.0,15155.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8093240.0,9531407.0,0.8491128329741874,0.09390760318609703,0.0949036180973053,0.010606328746719887,SAND,X-LINKGEL,23.0,2013-06-06,62415.0,ATLAS EAGLE FORD OP
42013345370000,28.791486110999998,-98.164655556,42013345370000,7596.0,6950.0,2014.0,18190.0,11050.0,18000.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6727000.0,5201735.0,1.2932223575403208,0.14220878210308466,0.14567984640598294,0.02440822747769684,SAND,X-LINKGEL,35.0,2014-01-10,95134.0,XTO ENERGY INC
42013345380000,28.8377277,-98.2551473,42013345380000,6517.0,5828.0,2012.0,15774.0,9850.0,15678.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7476000.0,4021122.0,1.859182586352764,0.0842674589370164,0.10463878512382507,0.2417460600305357,SAND,X-LINKGEL,1.0,2012-09-08,47272.0,EOG RESOURCES INC
42013345390000,28.8378,-98.25521944399999,42013345390000,6655.0,6012.0,2012.0,15730.0,9621.0,15633.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7720000.0,4861416.0,1.5880146854332151,0.07866951029447954,0.0962030217051506,0.2228755631634006,SAND,X-LINKGEL,1.0,2012-09-02,45525.0,EOG RESOURCES INC
42013345410000,28.878255555,-98.23356388799999,42013345410000,5885.0,5283.0,2012.0,14870.0,9469.0,14752.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7110000.0,4664268.0,1.5243549470141942,0.1266487627671077,0.11074433475732803,0.12557902392640075,SAND,X-LINKGEL,1.0,2012-10-30,64403.0,EOG RESOURCES INC
42013345420000,28.878330555,-98.23363333299999,42013345420000,6638.0,5495.0,2012.0,15553.0,9960.0,15455.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6808000.0,4562754.0,1.4920813175551433,0.1183140678325252,0.12218385189771652,0.03270772559919951,SAND,X-LINKGEL,1.0,2012-10-31,62579.0,EOG RESOURCES INC
42013345460000,28.784969444,-98.173561944,42013345460000,6647.0,5950.0,2012.0,16900.0,10950.0,16900.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4978400.0,3094100.0,1.6089977699492584,0.09906430850696443,0.11692970991134645,0.18034145368436127,SAND,X-LINKGEL,20.0,2012-09-30,56736.0,XTO ENERGY INC
42013345470000,28.8345389,-98.2597473,42013345470000,6067.0,5410.0,2012.0,15080.0,9569.0,14979.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6960000.0,4729032.0,1.4717599711738047,0.1051693576076773,0.09632465988397597,0.08409956973109496,SAND,X-LINKGEL,1.0,2012-09-11,54766.0,EOG RESOURCES INC
42013345480000,28.834611100000004,-98.2598167,42013345480000,5997.0,5255.0,2012.0,14986.0,9638.0,14893.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6978000.0,5206698.0,1.3401968003521618,0.1118497410163836,0.0957755595445633,0.14371228154623789,SAND,X-LINKGEL,1.0,2012-09-14,56576.0,EOG RESOURCES INC
42013345500000,28.841075,-98.427444444,42013345500000,5313.0,4848.0,2012.0,13598.0,8654.0,13502.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4992000.0,3141726.0,1.588935508698085,0.07794352366743522,0.1135540008544922,0.4568753824756193,SAND,X-LINKGEL,1.0,2012-11-05,36372.0,EOG RESOURCES INC
42013345530000,28.649869399999996,-98.5392973,42013345530000,6409.0,6022.0,2013.0,15990.0,9850.0,15872.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9644000.0,6200250.0,1.5554211523728882,0.17850277202767936,0.1458873301744461,0.18271672469140005,SAND,X-LINKGEL,1.0,2013-01-10,103469.0,EOG RESOURCES INC
42013345580000,28.649565373,-98.527393549,42013345580000,6385.0,5660.0,2013.0,15918.0,10070.0,15730.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9008000.0,5725566.0,1.5732942385084725,0.15195349242460912,0.16860128939151764,0.1095585017578206,SAND,X-LINKGEL,1.0,2013-01-11,82785.0,EOG RESOURCES INC
42013345730000,28.793944444,-98.237536111,42013345730000,5886.0,5527.0,2013.0,15802.0,10180.0,15707.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7228000.0,4657800.0,1.5518055734466916,0.10502198373612973,0.1125207096338272,0.07140148786884673,SAND,X-LINKGEL,1.0,2013-02-16,55872.0,EOG RESOURCES INC
42013345830000,28.835219399999996,-98.2172528,42013345830000,7215.0,6648.0,2013.0,16939.0,10182.0,16830.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8340000.0,7598136.0,1.0976376311242653,0.11354809356609465,0.13791802525520325,0.2146221123027769,SAND,X-LINKGEL,1.0,2013-01-14,72660.0,MURPHY EX&PR CO-USA
42013345860000,28.785033333,-98.173623055,42013345860000,6641.0,6050.0,2012.0,17100.0,10900.0,16950.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5022000.0,3133860.0,1.6024966016350444,0.12223694237518395,0.1073048785328865,0.12215671917304866,SAND,X-LINKGEL,20.0,2012-12-18,71184.0,XTO ENERGY INC
42013345890000,28.815008333,-98.303102778,42013345890000,5653.0,5266.0,2013.0,14832.0,9470.0,14736.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6518000.0,4176984.0,1.5604560611196978,0.10852266855350166,0.09293648600578308,0.1436214456893363,SAND,X-LINKGEL,1.0,2013-01-29,55008.0,EOG RESOURCES INC
