borehole,id,CALI,DEPTH,DTCO,DTSM,RHOB,SGR,VOL_ILLITE
F102,10575,8.4012,14469.5,76.8,141.6,2.3268,32.2952,0.016026
F102,10576,8.4012,14470.0,76.8,141.6,2.3268,32.2952,0.014024000000000002
F102,10577,8.4012,14470.5,76.8,141.6,2.3268,32.2952,0.015688999999999998
F102,10578,8.4012,14471.0,76.8,141.6,2.3301,32.2952,0.019117
F102,10579,8.4012,14471.5,76.8,141.6,2.3334,32.2952,0.022372
F102,10580,8.4012,14472.0,77.2,141.6,2.3294,32.491,0.027591
F102,10581,8.4012,14472.5,77.6,141.6,2.3254,32.6867,0.032746
F102,10582,8.4012,14473.0,78.0,141.6,2.3214,32.8824,0.038069
F102,10583,8.4179,14473.5,78.4,141.6,2.3174,33.0781,0.027257
F102,10584,8.4346,14474.0,78.8,141.6,2.3134,33.2739,0.01627
F102,10585,8.4512,14474.5,79.2,141.6,2.3101,33.2739,0.004937
F102,10586,8.4679,14475.0,79.6,141.6,2.3068,33.2739,0.016149
F102,10587,8.4457,14475.5,80.0,141.6,2.3184,33.2739,0.034775
F102,10588,8.4234,14476.0,80.0,141.6,2.3301,33.2739,0.053323
F102,10589,8.4012,14476.5,80.0,141.6,2.3418,33.2739,0.071881
F102,10590,8.4234,14477.0,80.0,141.6,2.3534,33.2739,0.058578
F102,10591,8.4457,14477.5,80.8,140.8,2.3468,33.2739,0.036331
F102,10592,8.4679,14478.0,80.8,140.8,2.3401,33.2739,0.014274
F102,10593,8.4679,14478.5,80.8,140.8,2.3334,33.2739,0.01978
F102,10594,8.4679,14479.0,80.8,140.8,2.3268,32.9477,0.024055
F102,10595,8.4679,14479.5,80.8,140.8,2.3201,32.6214,0.028107
F102,10596,8.4846,14480.0,80.8,140.8,2.3134,32.2952,0.028896
F102,10597,8.5013,14480.5,80.8,140.8,2.3223,31.969,0.037281
F102,10598,8.5179,14481.0,79.2,137.6,2.3312,31.6428,0.045713
F102,10599,8.5346,14481.5,79.2,137.6,2.3401,31.3166,0.041238
F102,10600,8.4901,14482.0,79.2,137.6,2.3418,30.9904,0.032987
F102,10601,8.4457,14482.5,79.2,137.6,2.3434,30.6642,0.024847
F102,10602,8.4012,14483.0,79.2,137.6,2.3451,30.3379,0.016585
F102,10603,8.4234,14483.5,79.2,137.6,2.3468,30.3379,0.032961000000000004
F102,10604,8.4457,14484.0,80.0,144.0,2.3334,30.3379,0.042031
F102,10605,8.4679,14484.5,80.0,144.0,2.3201,30.3379,0.05129
F102,10606,8.4679,14485.0,80.0,144.0,2.3226,30.3379,0.041131
F102,10607,8.4679,14485.5,80.0,144.0,2.3251,30.3379,0.031323000000000004
F102,10608,8.4679,14486.0,80.0,144.0,2.3276,30.3379,0.013463
F102,10609,8.4679,14486.5,80.0,144.0,2.3301,34.2525,0.01386
F102,10610,8.4457,14487.0,80.8,141.6,2.3301,33.8331,0.02772
F102,10611,8.4234,14487.5,80.8,141.6,2.329,33.4137,0.04166
F102,10612,8.4012,14488.0,80.8,141.6,2.3279,32.9943,0.040849
F102,10613,8.4346,14488.5,80.8,141.6,2.3268,32.5748,0.039751
F102,10614,8.4679,14489.0,80.8,141.6,2.3101,32.1554,0.005529
F102,10615,8.4679,14489.5,80.8,142.4,2.2934,31.736,6e-06
F102,10616,8.4679,14490.0,80.8,142.4,2.3101,31.3166,6e-06
F102,10617,8.4679,14490.5,80.8,142.4,2.3268,31.1535,0.024956
F102,10618,8.4679,14491.0,80.8,142.4,2.3234,30.9904,0.015888
F102,10619,8.4679,14491.5,80.8,142.4,2.3201,30.8273,0.006901000000000001
F102,10620,8.4679,14492.0,80.8,142.4,2.3201,30.6642,0.009278
F102,10621,8.4679,14492.5,80.0,142.4,2.3201,30.5011,0.011658
F102,10622,8.4679,14493.0,80.0,142.4,2.3334,30.3379,0.020318
F102,10623,8.4679,14493.5,80.0,142.4,2.3468,30.5011,0.030651
F102,10624,8.4679,14494.0,80.0,146.4,2.3234,30.6642,0.023125
F102,10625,8.4346,14494.5,80.0,146.4,2.3101,30.8273,0.02046
F102,10626,8.4012,14495.0,80.0,146.4,2.3101,30.9904,0.024094
F102,10627,8.4179,14495.5,80.0,146.4,2.309,31.1535,0.027365
F102,10628,8.4346,14496.0,80.0,146.4,2.3079,31.3166,0.023428
F102,10629,8.4512,14496.5,80.0,146.4,2.3068,31.1768,0.018127
F102,10630,8.4679,14497.0,80.8,142.4,2.3081,31.037,0.037329
F102,10631,8.5012,14497.5,80.8,142.4,2.3094,30.8972,0.057253
F102,10632,8.5346,14498.0,80.8,142.4,2.3108,30.7574,0.038914
F102,10633,8.5013,14498.5,80.8,142.4,2.3121,30.6176,0.020394
F102,10634,8.4679,14499.0,80.8,142.4,2.3134,30.4778,0.002068
F102,10635,8.5013,14499.5,80.8,142.4,2.3151,30.3379,0.007749
F102,10636,8.5346,14500.0,79.2,142.4,2.3168,31.3166,0.018271000000000003
F102,10637,8.5346,14500.5,79.2,142.4,2.3184,32.2952,0.028738
F102,10638,8.5346,14501.0,79.2,142.4,2.3184,33.2739,0.033849000000000004
F102,10639,8.5346,14501.5,79.2,142.4,2.3172,34.2525,0.03837
F102,10640,8.5346,14502.0,79.2,142.4,2.3159,35.2312,0.042835000000000005
F102,10641,8.5346,14502.5,79.2,142.4,2.3147,36.2098,0.047237
F102,10642,8.5346,14503.0,79.2,142.4,2.3134,35.765,0.044068
F102,10643,8.5346,14503.5,80.8,142.4,2.3134,35.3201,0.041529
F102,10644,8.5346,14504.0,80.8,142.4,2.3134,34.8753,0.03899
F102,10645,8.5568,14504.5,80.8,142.4,2.3108,34.4305,0.035011
F102,10646,8.5791,14505.0,80.8,142.4,2.3081,33.9856,0.031209
F102,10647,8.6013,14505.5,80.8,142.4,2.3054,33.5408,0.017263
F102,10648,8.6013,14506.0,80.8,142.4,2.3028,33.0959,0.003571
F102,10649,8.6013,14506.5,82.4,142.4,2.3001,32.6511,0.006229999999999999
F102,10650,8.6013,14507.0,82.4,142.4,2.2961,32.2063,0.008256
F102,10651,8.6013,14507.5,82.4,142.4,2.2921,31.7614,0.010279
F102,10652,8.6013,14508.0,82.4,142.4,2.2881,31.3166,0.012302
F102,10653,8.6013,14508.5,82.4,142.4,2.2841,31.5123,0.005831
F102,10654,8.6013,14509.0,82.4,142.4,2.2801,31.708,6e-06
F102,10655,8.6013,14509.5,82.4,142.4,2.2801,31.9038,0.007143000000000002
F102,10656,8.6013,14510.0,79.2,143.2,2.2868,32.0995,0.018132
F102,10657,8.6013,14510.5,79.2,143.2,2.2934,32.2952,0.029077
F102,10658,8.6013,14511.0,79.2,143.2,2.3001,32.6867,0.040775
F102,10659,8.5568,14511.5,79.2,143.2,2.3068,33.0781,0.04252
F102,10660,8.5124,14512.0,79.2,141.6,2.3068,33.4696,0.041002
F102,10661,8.4679,14512.5,79.2,141.6,2.3068,33.8611,0.039484
F102,10662,8.4901,14513.0,79.2,141.6,2.3054,34.2525,0.037111
F102,10663,8.5124,14513.5,79.2,141.6,2.3041,34.2525,0.033229
F102,10664,8.5346,14514.0,79.2,141.6,2.3028,34.2525,0.028664
F102,10665,8.5235,14514.5,76.0,141.6,2.3014,34.2525,0.02388
F102,10666,8.5124,14515.0,76.0,141.6,2.3001,34.2525,0.019149
F102,10667,8.5013,14515.5,76.0,141.6,2.3018,34.2525,0.015999
F102,10668,8.4901,14516.0,76.0,141.6,2.3034,34.2525,0.016038
F102,10669,8.479,14516.5,76.8,147.2,2.3051,34.2525,0.016229
F102,10670,8.4679,14517.0,76.8,147.2,2.3068,33.8331,0.014547
F102,10671,8.5124,14517.5,76.8,147.2,2.3121,33.4137,0.014609
F102,10672,8.5568,14518.0,76.8,147.2,2.3174,32.9943,0.018774
F102,10673,8.6013,14518.5,76.8,147.2,2.3228,32.5748,0.022727
F102,10674,8.5846,14519.0,77.6,148.0,2.3281,32.1554,0.026805
F102,10675,8.5679,14519.5,77.6,148.0,2.3334,31.736,0.030760000000000006
F102,10676,8.5513,14520.0,77.6,148.0,2.3101,31.3166,0.020311000000000003
F102,10677,8.5346,14520.5,77.6,148.0,2.2868,31.9038,0.014288999999999996
F102,10678,8.5513,14521.0,77.6,148.0,2.2912,32.491,0.021804
F102,10679,8.5679,14521.5,77.6,148.0,2.2956,33.0781,0.02569
F102,10680,8.5846,14522.0,77.6,148.0,2.3001,33.6653,0.029449
F102,10681,8.6013,14522.5,77.6,148.0,2.3045,34.2525,0.033323
F102,10682,8.5679,14523.0,77.6,148.0,2.309,33.6653,0.027571
F102,10683,8.5346,14523.5,77.6,148.0,2.3134,33.0781,0.021616
F102,10684,8.5013,14524.0,77.2,141.2,2.3134,32.491,0.013669
F102,10685,8.4679,14524.5,76.8,134.4,2.3134,31.9038,0.008333
F102,10686,8.4901,14525.0,76.8,134.4,2.3184,31.3166,0.005587
F102,10687,8.5124,14525.5,76.8,134.4,2.3234,31.4797,0.006194
F102,10688,8.5346,14526.0,76.8,134.4,2.3284,31.6428,0.006601999999999999
F102,10689,8.5124,14526.5,75.2,135.2,2.3334,31.8059,0.007176
F102,10690,8.4901,14527.0,75.2,135.2,2.3334,31.969,0.021091
F102,10691,8.4679,14527.5,75.2,135.2,2.3334,32.1321,0.035195
F102,10692,8.4846,14528.0,75.2,135.2,2.329,32.2952,0.021795
F102,10693,8.5013,14528.5,75.2,135.2,2.3245,32.2952,0.026330000000000003
F102,10694,8.5179,14529.0,75.2,135.2,2.3201,32.2952,0.024228
F102,10695,8.5346,14529.5,75.2,135.2,2.3156,32.2952,0.020364
F102,10696,8.5179,14530.0,75.2,135.2,2.3112,32.2952,0.016717
F102,10697,8.5012,14530.5,75.2,135.2,2.3068,32.2952,0.013002
F102,10698,8.4846,14531.0,75.2,135.2,2.3201,32.2952,0.017712000000000002
F102,10699,8.4679,14531.5,75.2,135.2,2.3334,32.2952,0.02266
F102,10700,8.4846,14532.0,75.3846,135.3231,2.3218,32.2952,0.015392
F102,10701,8.5013,14532.5,75.5692,135.4461,2.3101,32.2952,0.007835
F102,10702,8.4929,14533.0,75.7538,135.5692,2.3081,32.2952,0.005155
F102,10703,8.4846,14533.5,75.9385,135.6923,2.3061,32.4583,0.0056240000000000005
F102,10704,8.4762,14534.0,76.1231,135.8154,2.3041,32.6214,0.006091
F102,10705,8.4679,14534.5,76.3077,135.9385,2.3021,32.7846,0.006385
F102,10706,8.5124,14535.0,76.4923,136.0615,2.3001,32.9477,0.006847
F102,10707,8.5568,14535.5,76.6769,136.1846,2.2956,33.1108,0.01435
F102,10708,8.6013,14536.0,76.8615,136.3077,2.2912,33.2739,0.021712
F102,10709,8.5679,14536.5,77.0462,136.4308,2.2868,33.1233,0.028003
F102,10710,8.5346,14537.0,77.2308,136.5538,2.2984,32.9728,0.019889
F102,10711,8.5013,14537.5,77.4154,136.6769,2.3101,32.8222,0.011622
F102,10712,8.4679,14538.0,77.6,136.8,2.3218,32.6716,0.003498
F102,10713,8.4846,14538.5,77.6,136.8,2.3334,32.5211,6e-06
F102,10714,8.5013,14539.0,77.6,136.8,2.3201,32.3705,6e-06
F102,10715,8.5179,14539.5,77.6,136.8,2.3068,32.2199,6e-06
F102,10716,8.5346,14540.0,77.6,136.8,2.2934,32.0694,6e-06
F102,10717,8.5124,14540.5,77.6,136.8,2.3014,31.9188,0.005381
F102,10718,8.4901,14541.0,77.6,136.8,2.3094,31.7683,0.009987
F102,10719,8.4679,14541.5,77.6,136.8,2.3174,31.6177,0.014416
F102,10720,8.5013,14542.0,77.6,136.8,2.3254,31.4671,0.014213
F102,10721,8.5346,14542.5,74.4,135.2,2.3334,31.3166,0.013861000000000002
F102,10722,8.5679,14543.0,74.4,135.2,2.3268,31.3166,0.007168000000000002
F102,10723,8.6013,14543.5,74.4,135.2,2.3201,31.3166,0.010926
F102,10724,8.5791,14544.0,74.4,135.2,2.3134,31.3166,0.014846000000000003
F102,10725,8.5568,14544.5,74.4,135.2,2.3156,31.3166,0.022914
F102,10726,8.5346,14545.0,74.4,135.2,2.3179,31.3166,0.020606
F102,10727,8.5568,14545.5,74.4,135.2,2.3201,31.3166,0.018315
F102,10728,8.5791,14546.0,75.2,136.8,2.3034,31.5123,0.0077230000000000016
F102,10729,8.6013,14546.5,75.2,136.8,2.2868,31.708,6e-06
F102,10730,8.6013,14547.0,75.2,136.8,2.2951,31.9038,0.015639
F102,10731,8.6013,14547.5,75.2,136.8,2.3034,32.0995,0.034299
F102,10732,8.5902,14548.0,75.2,136.8,2.3118,32.2952,0.038444
F102,10733,8.5791,14548.5,75.2,136.8,2.3201,32.7846,0.04372
F102,10734,8.5679,14549.0,75.2,136.8,2.3068,33.2739,0.038578
F102,10735,8.5568,14549.5,75.2,136.8,2.2934,33.7632,0.034223
F102,10736,8.5457,14550.0,74.4,136.0,2.2801,34.2525,0.029889
F102,10737,8.5346,14550.5,74.4,136.0,2.2668,34.0079,0.022119
F102,10738,8.5679,14551.0,74.4,136.0,2.2801,33.7632,0.027434
F102,10739,8.6013,14551.5,74.4,136.0,2.2934,33.5185,0.028323
F102,10740,8.6346,14552.0,74.4,136.0,2.2868,33.2739,0.019486
F102,10741,8.668,14552.5,74.4,136.0,2.2801,32.2952,0.007312000000000002
F102,10742,8.6458,14553.0,74.4,136.8,2.2814,31.3166,0.004215999999999999
F102,10743,8.6235,14553.5,74.4,136.8,2.2828,30.3379,0.0011619999999999998
F102,10744,8.6013,14554.0,74.4,136.8,2.2841,29.3593,6e-06
F102,10745,8.5679,14554.5,74.4,136.8,2.2854,30.5826,0.004807
F102,10746,8.5346,14555.0,74.4,136.8,2.2868,31.8059,0.011614
F102,10747,8.5013,14555.5,74.4,136.8,2.3001,33.0292,0.024222
F102,10748,8.4679,14556.0,74.4,136.8,2.3134,34.2525,0.036798
F102,10749,8.4679,14556.5,74.4,136.8,2.3121,34.2525,0.036922
F102,10750,8.4679,14557.0,74.4,136.8,2.3108,34.2525,0.035675
F102,10751,8.4679,14557.5,74.4,136.8,2.3094,34.2525,0.034377
F102,10752,8.5346,14558.0,73.6,136.0,2.3081,34.2525,0.033126
F102,10753,8.6013,14558.5,73.6,136.0,2.3068,34.2525,0.031819
F102,10754,8.668,14559.0,73.6,136.0,2.2901,34.2525,0.024698
F102,10755,8.7347,14559.5,73.6,136.0,2.2734,34.2525,0.017321
F102,10756,8.6847,14560.0,73.6,136.0,2.2768,34.2525,0.019799
F102,10757,8.6346,14560.5,73.6,136.0,2.2801,33.9589,0.01017
F102,10758,8.5846,14561.0,73.6,136.0,2.2834,33.6653,0.000366
F102,10759,8.5346,14561.5,74.4,136.0,2.2868,33.3717,6e-06
F102,10760,8.5179,14562.0,74.4,136.0,2.2901,33.0781,6e-06
F102,10761,8.5012,14562.5,74.4,136.0,2.2934,32.7846,6e-06
F102,10762,8.4846,14563.0,74.4,136.0,2.3001,32.491,6e-06
F102,10763,8.4679,14563.5,74.4,136.0,2.3068,32.1974,0.01441
F102,10764,8.4901,14564.0,74.4,136.0,2.3041,31.9038,0.010439
F102,10765,8.5124,14564.5,74.4,136.0,2.3014,31.6102,0.006465
F102,10766,8.5346,14565.0,74.4,136.0,2.2988,31.3166,0.002673
F102,10767,8.5513,14565.5,74.4,136.0,2.2961,31.8059,0.002137
F102,10768,8.5679,14566.0,74.4,136.0,2.2934,32.2952,6e-06
F102,10769,8.5846,14566.5,74.4,136.0,2.2901,32.7846,6e-06
F102,10770,8.6013,14567.0,74.4,136.16,2.2868,33.2739,6e-06
F102,10771,8.6235,14567.5,74.4,136.32,2.2894,33.7632,0.002422
F102,10772,8.6458,14568.0,74.4,136.48,2.2921,34.2525,0.011194
F102,10773,8.668,14568.5,74.4,136.64,2.2948,34.7418,0.019967
F102,10774,8.6458,14569.0,74.4,136.8,2.2974,35.2312,0.014215
F102,10775,8.6235,14569.5,74.4,136.8,2.3001,35.7205,0.008516
F102,10776,8.6013,14570.0,74.4,136.8,2.2934,36.2098,0.009136
F102,10777,8.618,14570.5,74.4,136.8,2.2868,32.2952,6e-06
F102,10778,8.6346,14571.0,74.4,136.8,2.2893,32.6214,6e-06
F102,10779,8.6513,14571.5,74.4,136.8,2.2918,32.9477,6e-06
F102,10780,8.668,14572.0,74.4,136.8,2.2943,33.2739,6e-06
F102,10781,8.6013,14572.5,74.4,136.8,2.2968,33.6001,6e-06
F102,10782,8.5346,14573.0,74.4,136.8,2.2968,33.9263,6e-06
F102,10783,8.6346,14573.5,74.4,136.8,2.2959,34.2525,6e-06
F102,10784,8.7347,14574.0,74.4,136.8,2.2951,34.3504,0.007726
F102,10785,8.6458,14574.5,74.4,136.8,2.2943,34.4482,0.011871
F102,10786,8.5568,14575.0,74.4,136.8,2.2934,34.5461,0.015734
F102,10787,8.4679,14575.5,74.4,136.8,2.3201,34.644,0.01951
F102,10788,8.4679,14576.0,75.2,137.6,2.3468,34.7418,0.023168
F102,10789,8.4679,14576.5,75.2,137.6,2.3384,34.8397,0.010106
F102,10790,8.4679,14577.0,75.2,137.6,2.3301,34.9376,0.023365
F102,10791,8.4679,14577.5,75.2,137.6,2.3218,35.0354,0.03695
F102,10792,8.5013,14578.0,74.4,137.6,2.3134,35.1333,0.025871
F102,10793,8.5346,14578.5,74.4,137.6,2.3168,35.2312,0.020839
F102,10794,8.4679,14579.0,74.4,137.6,2.3201,34.9515,0.014074
F102,10795,8.4012,14579.5,74.4,137.6,2.3168,34.6719,0.003954999999999999
F102,10796,8.4901,14580.0,74.4,137.6,2.3134,34.3923,0.005543
F102,10797,8.5791,14580.5,74.4,137.6,2.3068,34.1127,0.005408
F102,10798,8.668,14581.0,74.4,137.6,2.3001,33.8331,0.005183
F102,10799,8.6346,14581.5,72.0,136.0,2.2934,33.5535,0.000175
F102,10800,8.6013,14582.0,72.0,136.0,2.2951,33.2739,6e-06
F102,10801,8.5679,14582.5,72.0,136.0,2.2968,33.3962,6e-06
F102,10802,8.5346,14583.0,72.0,136.0,2.2984,33.5185,0.000381
F102,10803,8.5568,14583.5,72.0,136.0,2.3001,33.6409,0.000962
F102,10804,8.5791,14584.0,72.0,136.0,2.3001,33.7632,0.000708
F102,10805,8.6013,14584.5,72.0,136.0,2.3001,33.8855,0.000351
F102,10806,8.6013,14585.0,73.6,136.0,2.3028,34.0079,0.006772
F102,10807,8.6013,14585.5,73.6,136.0,2.3054,34.1302,0.013256
F102,10808,8.6013,14586.0,73.6,136.0,2.3081,34.2525,0.019791
F102,10809,8.6013,14586.5,73.6,136.0,2.3108,33.9263,0.02433
F102,10810,8.6013,14587.0,73.6,136.0,2.3134,33.6001,0.029681
F102,10811,8.6013,14587.5,73.6,136.0,2.3168,33.2739,0.035144
F102,10812,8.6013,14588.0,73.6,136.0,2.3201,32.9477,0.04073
F102,10813,8.6013,14588.5,73.6,136.0,2.3188,32.6214,0.030597000000000006
F102,10814,8.6013,14589.0,74.4,136.0,2.3174,32.2952,0.020419
F102,10815,8.6013,14589.5,74.4,136.0,2.3161,32.8545,0.014255
F102,10816,8.618,14590.0,74.4,136.0,2.3148,33.4137,0.008102
F102,10817,8.6346,14590.5,74.4,136.0,2.3134,33.9729,0.011298
F102,10818,8.6513,14591.0,74.4,136.0,2.3168,34.5321,0.016817
F102,10819,8.668,14591.5,74.4,136.0,2.3201,35.0914,0.022114
F102,10820,8.6458,14592.0,74.4,136.0,2.3161,35.6506,0.021997
F102,10821,8.6235,14592.5,75.2,135.2,2.3121,36.2098,0.021706
F102,10822,8.6013,14593.0,75.2,135.2,2.3081,34.5787,0.011564
F102,10823,8.6146,14593.5,75.2,135.2,2.3041,32.9477,0.001578
F102,10824,8.628,14594.0,75.2,135.2,2.3001,31.3166,6e-06
F102,10825,8.6413,14594.5,75.2,135.2,2.2979,31.5962,6e-06
F102,10826,8.6547,14595.0,75.2,135.2,2.2956,31.8758,0.001634
F102,10827,8.668,14595.5,74.4,136.0,2.2934,32.1554,0.006911
F102,10828,8.6513,14596.0,74.4,136.0,2.294,32.435,0.01343
F102,10829,8.6346,14596.5,74.4,136.0,2.2945,32.7147,0.019903
F102,10830,8.618,14597.0,74.4,136.0,2.2951,32.9943,0.02644
F102,10831,8.6013,14597.5,74.4,136.0,2.2956,33.2739,0.032906
F102,10832,8.6013,14598.0,74.4,136.0,2.2962,32.5748,0.025133000000000003
F102,10833,8.6013,14598.5,76.0,136.0,2.2968,31.8758,0.017184
F102,10834,8.6013,14599.0,76.0,136.0,2.2973,31.1768,0.009357
F102,10835,8.6013,14599.5,76.0,136.0,2.2979,30.4778,0.001401
F102,10836,8.5946,14600.0,76.0,136.0,2.2984,29.7787,6e-06
F102,10837,8.588,14600.5,76.0,136.0,2.299,29.0797,6e-06
F102,10838,8.5813,14601.0,74.4,135.2,2.2995,28.3807,6e-06
F102,10839,8.5746,14601.5,74.4,135.2,2.3001,28.87,6e-06
F102,10840,8.5679,14602.0,74.4,135.2,2.2979,29.3593,6e-06
F102,10841,8.5613,14602.5,74.4,135.2,2.2956,29.8486,6e-06
F102,10842,8.5546,14603.0,74.4,135.2,2.2934,30.3379,6e-06
F102,10843,8.5479,14603.5,74.4,135.2,2.2912,30.8273,0.006135
F102,10844,8.5413,14604.0,73.6,135.2,2.289,31.3166,0.005541
F102,10845,8.5346,14604.5,73.6,135.2,2.2868,31.8059,0.004946
F102,10846,8.588,14605.0,73.6,135.2,2.2845,32.2952,0.004302
F102,10847,8.6413,14605.5,73.6,135.2,2.2823,32.2952,0.001521
F102,10848,8.6947,14606.0,73.6,135.2,2.2801,32.2952,6e-06
F102,10849,8.748,14606.5,73.6,137.6,2.2701,32.2952,6e-06
F102,10850,8.8014,14607.0,73.6,137.6,2.2601,32.2952,6e-06
F102,10851,8.7973,14607.5,73.6,137.6,2.2634,32.2952,6e-06
F102,10852,8.7932,14608.0,73.6,137.6,2.2668,32.435,6e-06
F102,10853,8.7891,14608.5,73.6,137.6,2.2701,32.5748,6e-06
F102,10854,8.7851,14609.0,73.6,137.6,2.2734,32.7147,6e-06
F102,10855,8.781,14609.5,73.6,137.6,2.2768,32.8545,6e-06
F102,10856,8.7769,14610.0,72.8,143.2,2.2801,32.9943,6e-06
F102,10857,8.7728,14610.5,72.8,143.2,2.2834,33.1341,6e-06
F102,10858,8.7687,14611.0,72.8,143.2,2.2868,33.2739,6e-06
F102,10859,8.7646,14611.5,72.8,143.2,2.2901,33.2739,6e-06
F102,10860,8.7606,14612.0,72.8,143.2,2.2934,33.2739,6e-06
F102,10861,8.7565,14612.5,72.8,143.2,2.2968,33.2739,6e-06
F102,10862,8.7524,14613.0,72.8,143.2,2.3001,33.2739,6e-06
F102,10863,8.7483,14613.5,74.4,136.8,2.3001,33.2739,6e-06
F102,10864,8.7442,14614.0,74.4,136.8,2.3001,33.4137,6e-06
F102,10865,8.7401,14614.5,74.4,136.8,2.3001,33.5535,6e-06
F102,10866,8.7361,14615.0,74.4,136.8,2.3001,33.6933,6e-06
F102,10867,8.732000000000001,14615.5,74.4,136.8,2.3001,33.8331,6e-06
F102,10868,8.7279,14616.0,74.4,136.8,2.3001,33.9729,6e-06
F102,10869,8.7238,14616.5,74.4,136.8,2.3001,34.1127,6e-06
F102,10870,8.7197,14617.0,74.4,140.0,2.3001,34.2525,6e-06
F102,10871,8.7156,14617.5,74.4,140.0,2.3001,33.7632,6e-06
F102,10872,8.7116,14618.0,74.4,140.0,2.3001,33.2739,6e-06
F102,10873,8.7075,14618.5,74.4,140.0,2.3001,32.7846,6e-06
F102,10874,8.7034,14619.0,74.4,140.0,2.3001,32.2952,6e-06
F102,10875,8.6993,14619.5,74.4,140.0,2.3001,31.8059,6e-06
F102,10876,8.6952,14620.0,74.4,140.0,2.3001,31.3166,6e-06
F102,10877,8.6911,14620.5,74.4,140.0,2.3001,30.8273,6e-06
F102,10878,8.6871,14621.0,74.4,140.0,2.3001,30.3379,6e-06
F102,10879,8.683,14621.5,74.4,140.0,2.3001,30.7049,6e-06
F102,10880,8.6789,14622.0,74.4,140.0433,2.3001,31.0719,6e-06
F102,10881,8.6748,14622.5,74.4,140.0865,2.3001,31.4389,6e-06
F102,10882,8.6707,14623.0,74.4,140.1297,2.3001,31.8059,6e-06
F102,10883,8.6666,14623.5,74.4,140.173,2.3001,32.1729,0.000872
F102,10884,8.6626,14624.0,74.4,140.2162,2.3001,32.5399,0.004231
F102,10885,8.6585,14624.5,74.4,140.2595,2.3001,32.9069,0.0074150000000000015
F102,10886,8.6544,14625.0,74.4,140.3027,2.3001,33.2739,0.01078
F102,10887,8.6503,14625.5,74.4,140.346,2.3001,33.437,0.013064
F102,10888,8.6462,14626.0,74.4,140.3892,2.3001,33.6001,0.015518
F102,10889,8.6421,14626.5,74.4,140.4324,2.3001,33.7632,0.017973
F102,10890,8.6381,14627.0,74.4,140.4757,2.3001,33.9263,0.020151
F102,10891,8.634,14627.5,74.4,140.5189,2.3001,34.0894,0.022493
F102,10892,8.6299,14628.0,74.4,140.5622,2.3001,34.2525,0.015132
F102,10893,8.6258,14628.5,74.4,140.6054,2.3001,34.1127,0.006428
F102,10894,8.6217,14629.0,74.4,140.6486,2.3001,33.9729,0.009825
F102,10895,8.6176,14629.5,74.4,140.6919,2.3001,33.8331,0.013048
F102,10896,8.6136,14630.0,74.4,140.7352,2.3001,33.6933,0.015944999999999997
F102,10897,8.6095,14630.5,74.4,140.7784,2.3001,33.5535,0.018737
F102,10898,8.6054,14631.0,74.4,140.8216,2.3001,33.4137,0.021512
F102,10899,8.6013,14631.5,74.4,140.8649,2.3001,33.2739,0.024116
F102,10900,8.6235,14632.0,74.4,140.9081,2.3001,33.2739,0.024097
F102,10901,8.6458,14632.5,74.4,140.9513,2.3001,33.2739,0.024077
F102,10902,8.668,14633.0,74.4,140.9946,2.3034,33.2739,0.026315
F102,10903,8.668,14633.5,74.4,141.0378,2.3068,33.2739,0.028599
F102,10904,8.668,14634.0,74.4,141.0811,2.3018,33.2739,0.026873
F102,10905,8.668,14634.5,74.4,141.1243,2.2968,33.2739,0.025142
F102,10906,8.668,14635.0,74.4,141.1676,2.2918,33.2739,0.014699
F102,10907,8.668,14635.5,74.4,141.2108,2.2868,33.2739,0.004264
F102,10908,8.668,14636.0,74.4,141.254,2.2868,33.2739,0.008706
F102,10909,8.6458,14636.5,74.4,141.2973,2.2818,33.2739,0.010704
F102,10910,8.6235,14637.0,74.4,141.3405,2.2768,33.2739,0.01269
F102,10911,8.6013,14637.5,74.4,141.3838,2.2718,33.4696,0.021173
F102,10912,8.6235,14638.0,74.4,141.42700000000005,2.2668,33.6653,0.029825
F102,10913,8.6458,14638.5,74.4,141.4703,2.2834,33.8611,0.048957
F102,10914,8.668,14639.0,74.4,141.5135,2.3001,34.0568,0.049459
F102,10915,8.6458,14639.5,74.4,141.5567,2.2934,34.2525,0.038360000000000005
F102,10916,8.6235,14640.0,74.4,141.6,2.2868,33.7632,0.024437
F102,10917,8.6013,14640.5,74.4,141.6432,2.2801,33.2739,0.010302
F102,10918,8.5568,14641.0,74.4,141.6865,2.2734,32.7846,6e-06
F102,10919,8.5124,14641.5,74.4,141.7297,2.2768,32.2952,6e-06
F102,10920,8.4679,14642.0,74.4,141.773,2.2801,31.8059,6e-06
F102,10921,8.4901,14642.5,74.4,141.8162,2.2834,31.3166,6e-06
F102,10922,8.5124,14643.0,74.4,141.8595,2.2868,31.1768,6e-06
F102,10923,8.5346,14643.5,74.4,141.9027,2.2901,31.037,6e-06
F102,10924,8.5568,14644.0,74.4,141.9459,2.2934,30.8972,6e-06
F102,10925,8.5791,14644.5,74.4,141.9892,2.2968,30.7574,6e-06
F102,10926,8.6013,14645.0,74.4,142.0324,2.3001,30.6176,6e-06
F102,10927,8.6013,14645.5,74.4,142.0757,2.2984,30.4778,6e-06
F102,10928,8.6013,14646.0,74.4,142.1189,2.2968,30.3379,6e-06
